,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Symbol,Start_date,Exp_date,Strike,Number_pos,Start_prime,Contract,Start_price,Dividend,Commission,Margin_start,DTE,Open_cost,Start_delta,HV_200,Price_2s_down,Max_profit,Max_Risk,BE_lower,RR_RATIO,MP/DTE,Profit_Target,Expected_Return,DTE_Target,POP_Monte_start_50,Plan_ROC ,ROC_DAY_target,DAYS_remaining,DAYS_elapsed_TDE,%_days_elapsed,Prime_now,Cost_to_close_Market_cost,Current_Margin,Current_PL,Current_ROI,Current_RR_ratio,PL_TDE,Leverage,Margin_2S_Down,POP 50,Current_expected_return,Current_POP_lognormal,MC_2S_Down,POP_50
0,0,0,0,0,0,0,0,USO,2023-11-09,2024-12-20,60.0,-2,5.1,USO241220P00060000,70.3,0.01,3.4,2600.0,407,-1020.0,47.0,0.27,30.56,1020.0,1224000.0,54.9,0.0,2.51,506.6,137.69,23.29,1.0,0.19,inf,289,118,28.99,3.3,-660.0,1200.0,360.0,30.0,0.05,3.05,-1.23,7110.4,0.88,300.35,89.31,5443.0,0.97
