,Symbol,Start_date,Exp_date_long,Exp_date_short,Strike_long,Strike_short,Number_pos,Start_prime_long,Start_prime_short,Start_prime,Contract_long,Contract_short,Start_price,Dividend,Commission,Margin_start,DTE,Open_cost,Start_delta,HV_200,Price_2s_down,Max_profit,Max_Risk,BE_lower,RR_RATIO,MP/DTE,Profit_Target,DAYS_remaining_short,DAYS_remaining_long,DAYS_elapsed_TDE,%_days_elapsed,Prime_now,Cost_to_close_Market_cost,Current_Margin,Current_PL,Current_ROI,Current_RR_ratio,PL_TDE,Leverage,POP_50,Current_expected_return,DTE_Target,Current_POP_lognormal
0,ASML,2023-11-20,2025-01-17,2024-06-21,700.0,700.0,1,4.01,2.82,-1.19,ASML250117P00700000,ASML240621P00700000,606.0,0.01,6.04,1500.0,214,-119.0,11.0,0.28,398.18,119.0,1500.0,-1.19,0.08,0.56,53.46,213,423,1,0.47,21.8,2180.0,-119.0,2299.0,-1931.93,-57.38,2299.0,477.58,1.0,2788.94,0.0,
